site.id,study.id,site.sitename,site.state,site.country,lat_dec,long_dec,elevation,AMT,AMP,soil.classification
5312,11419,Tongdao Hunan ,,China,26.18,109.52,510,NA,NA,NA
8939,11419,Chengbu Hunan 1,,China,26.18,110.16,1390,NA,NA,NA
3992,11419,Danzhai Guizhou 2,,China,26.2,107.97,560,NA,NA,NA
4338,11419,Liping Guizhou  4,,China,26.2,109.1,1100,NA,NA,NA
4342,11419,Liping Guizhou  8,,China,26.2,109.28,670,NA,NA,NA
8940,11419,Chengbu Hunan 2,,China,26.2,110.2,500,NA,NA,NA
3995,11419,Danzhai Guizhou 5,,China,26.23,108,892,NA,NA,NA
4116,11419,Heqing Yunnan 4,,China,26.23,100.22,2105,NA,NA,NA
4151,11419,Huishui Guizhou 2,,China,26.23,106.65,1050,NA,NA,NA
4159,11419,Jianchuan Yunnan 1,,China,26.23,99.5,2260,NA,NA,NA
4162,11419,Jianchuan Yunnan 4,,China,26.23,99.56,2903,NA,NA,NA
4343,11419,Liping Guizhou  9,,China,26.23,109.32,750,NA,NA,NA
5488,11419,Yongsheng Yunnan 7,,China,26.23,100.88,2700,NA,NA,NA
5530,11419,Yunlong Yunnan 18,,China,26.23,99.38,2240,12.8,1100,NA
4314,11419,Ling Hunan 5,,China,26.25,113.84,1200,NA,NA,NA
4726,11419,Quanzhou Guangxi 1,,China,26.25,110.94,1050,NA,NA,NA
5497,11419,Yongxing Hunan ,,China,26.25,113.36,570,NA,NA,NA
5564,11419,Zixing Hunan 4,,China,26.25,113.68,633,NA,NA,NA
3991,11419,Danzhai Guizhou 1,,China,26.27,107.93,1080,NA,NA,NA
3993,11419,Danzhai Guizhou 3,,China,26.27,107.97,960,NA,NA,NA
4251,11419,Leishan Guizhou 3,,China,26.27,108.24,1070,NA,NA,NA
4742,11419,Rongjiang Guizhou 8,,China,26.27,108.36,1030,NA,NA,NA
4310,11419,Ling Hunan 1,,China,26.28,113.72,400,NA,NA,NA
5563,11419,Zixing Hunan 3,,China,26.28,113.64,550,NA,NA,NA
3994,11419,Danzhai Guizhou 4,,China,26.3,107.97,900,NA,NA,NA
4114,11419,Heqing Yunnan 2,,China,26.3,100.16,2312,NA,NA,NA
4173,11419,Jianchuan Yunnan 15,,China,26.3,99.86,2194,NA,NA,NA
4174,11419,Jianchuan Yunnan 16,,China,26.3,99.92,2866,NA,NA,NA
4248,11419,Leishan Guizhou ,,China,26.3,108,1785,NA,NA,NA
4340,11419,Liping Guizhou  6,,China,26.3,109.24,680,NA,NA,NA
4432,11419,Minqing Fujian 1,,China,26.3,118.7,650,NA,NA,NA
4741,11419,Rongjiang Guizhou 7,,China,26.3,108.32,980,NA,NA,NA
4745,11419,Rongjiang Guizhou 11,,China,26.3,108.48,600,NA,NA,NA
5531,11419,Yunlong Yunnan 19,,China,26.3,99.44,2610,12.8,1100,NA
8943,11419,Chengbu Hunan 5,,China,26.3,110.3,1730,NA,NA,NA
4727,11419,Quanzhou Guangxi 2,,China,26.32,111,1102,NA,NA,NA
4243,11419,Leigong mountain Guizhou ,,China,26.33,108.16,1600,NA,NA,NA
4249,11419,Leishan Guizhou 1,,China,26.33,108,700,NA,NA,NA
4341,11419,Liping Guizhou  7,,China,26.33,109.24,700,NA,NA,NA
4743,11419,Rongjiang Guizhou 9,,China,26.33,108.4,830,NA,NA,NA
4211,11419,Jingzhou Hunan 2,,China,26.35,109.52,550,NA,NA,NA
4309,11419,Ling Hunan ,,China,26.35,113.64,680,NA,NA,NA
5315,11419,Tongdao Hunan 3,,China,26.35,109.84,580,NA,NA,NA
8941,11419,Chengbu Hunan 3,,China,26.35,110.2,650,NA,NA,NA
4112,11419,Heqing Yunnan ,,China,26.37,100.1,3450,12.8,1100,NA
4115,11419,Heqing Yunnan 3,,China,26.37,100.16,2251,NA,NA,NA
4121,11419,Heqing Yunnan 9,,China,26.37,100.34,2210,NA,NA,NA
4160,11419,Jianchuan Yunnan 2,,China,26.37,99.5,3066,NA,NA,NA
4165,11419,Jianchuan Yunnan 7,,China,26.37,99.62,2887,NA,NA,NA
4166,11419,Jianchuan Yunnan 8,,China,26.37,99.68,2540,NA,NA,NA
4175,11419,Jianchuan Yunnan 17,,China,26.37,99.92,2415,NA,NA,NA
4180,11419,Jianchuan Yunnan 22,,China,26.37,109.94,2988,NA,NA,NA
4246,11419,Leigong mountain Guizhou 3,,China,26.37,108.27,930,NA,NA,NA
4386,11419,Longli Guizhou ,,China,26.37,106.97,1462,NA,NA,NA
5485,11419,Yongsheng Yunnan 4,,China,26.37,100.7,2580,NA,NA,NA
5486,11419,Yongsheng Yunnan 5,,China,26.37,100.76,3000,NA,NA,NA
5492,11419,Yongsheng Yunnan 11,,China,26.37,100.94,2900,12.9,1010,NA
4084,11419,Guiyang Guizhou 2,,China,26.4,106.7,1214,15.6,1214,NA
4186,11419,Jiangkou Guizhou ,,China,26.4,108.2,986,NA,NA,NA
4315,11419,Ling Hunan 6,,China,26.4,114.01,1312,NA,NA,NA
5316,11419,Tongdao Hunan 4,,China,26.4,109.84,500,NA,NA,NA
4244,11419,Leigong mountain Guizhou 1,,China,26.42,108.23,1390,NA,NA,NA
4247,11419,Leigong mountain Guizhou 4,,China,26.42,108.27,1430,NA,NA,NA
4744,11419,Rongjiang Guizhou 10,,China,26.42,108.47,710,NA,NA,NA
4208,11419,Jingchuan Hunan ,,China,26.43,109.4,610,NA,NA,NA
4311,11419,Ling Hunan 2,,China,26.43,113.73,575,NA,NA,NA
5247,11419,Suining Hunan 2,,China,26.43,110.04,500,NA,NA,NA
5250,11419,Suining Hunan 5,,China,26.43,110.12,870,NA,NA,NA
5314,11419,Tongdao Hunan 2,,China,26.43,109.8,500,NA,NA,NA
4117,11419,Heqing Yunnan 5,,China,26.45,100.22,2595,NA,NA,NA
4118,11419,Heqing Yunnan 6,,China,26.45,100.28,2317,NA,NA,NA
4145,11419,Huaping Yunnan 3,,China,26.45,101.19,2040,NA,NA,NA
4167,11419,Jianchuan Yunnan 9,,China,26.45,99.68,2760,NA,NA,NA
4169,11419,Jianchuan Yunnan 11,,China,26.45,99.74,2885,NA,NA,NA
4176,11419,Jianchuan Yunnan 18,,China,26.45,99.98,2376,NA,NA,NA
4196,11419,Jianhe Guizhou  1,,China,26.45,108.55,870,NA,NA,NA
5487,11419,Yongsheng Yunnan 6,,China,26.45,100.76,2735,NA,NA,NA
5489,11419,Yongsheng Yunnan 8,,China,26.45,100.89,2850,NA,NA,NA
4083,11419,Guiyang Guizhou 1,,China,26.48,106.65,1130,15.6,1214,NA
4054,11419,Fumin Yunnan 3,,China,26.5,113.7,940,17.8,1480,NA
4090,11419,Gutian Fujian,,China,26.5,118.7,650,NA,NA,NA
4316,11419,Ling Hunan 7,,China,26.5,114.05,250,NA,NA,NA
4445,11419,Nanping Fujian 2,,China,26.5,118.6,450,19.6,1790,NA
4718,11419,Qingzhen Guizhou 1,,China,26.5,106.4,1210,NA,NA,NA
5245,11419,Suining Hunan ,,China,26.5,109.88,570,NA,NA,NA
5249,11419,Suining Hunan 4,,China,26.5,110.1,407,NA,NA,NA
8942,11419,Chengbu Hunan 4,,China,26.5,110.2,900,NA,NA,NA
8944,11419,Chengbu Hunan 6,,China,26.5,110.44,660,NA,NA,NA
4085,11419,Guiyang Guizhou 3,,China,26.52,106.82,1150,15.6,1214,NA
4119,11419,Heqing Yunnan 7,,China,26.52,100.28,2990,NA,NA,NA
4122,11419,Heqing Yunnan 10,,China,26.52,100.34,2783,NA,NA,NA
4158,11419,Jianchuan Yunnan ,,China,26.52,96.61,2480,NA,NA,NA
4163,11419,Jianchuan Yunnan 5,,China,26.52,99.56,2558,NA,NA,NA
4170,11419,Jianchuan Yunnan 12,,China,26.52,99.74,2680,NA,NA,NA
4171,11419,Jianchuan Yunnan 13,,China,26.52,99.8,2564,NA,NA,NA
4177,11419,Jianchuan Yunnan 19,,China,26.52,99.98,2600,NA,NA,NA
4178,11419,Jianchuan Yunnan 20,,China,26.52,100.04,3180,NA,NA,NA
4195,11419,Jianhe Guizhou  ,,China,26.52,108.51,800,NA,NA,NA
4197,11419,Jianhe Guizhou  2,,China,26.52,108.59,520,NA,NA,NA
4199,11419,Jianhe Guizhou  4,,China,26.52,108.83,700,NA,NA,NA
4230,11419,Kaili Guizhou ,,China,26.52,107.98,950,NA,NA,NA
4245,11419,Leigong mountain Guizhou 2,,China,26.52,108.23,1865,NA,NA,NA
5272,11419,Taijiang Guizhou ,,China,26.52,108.27,1800,NA,NA,NA
5273,11419,Taijiang Guizhou 1,,China,26.52,108.31,1027,NA,NA,NA
5490,11419,Yongsheng Yunnan 9,,China,26.52,100.89,2220,NA,NA,NA
8945,11419,Chengbu Hunan 7,,China,26.53,110.56,870,NA,NA,NA
4213,11419,Jinping Guizhou  ,,China,26.55,109.23,517,NA,NA,NA
4214,11419,Jinping Guizhou  1,,China,26.55,109.39,860,NA,NA,NA
4416,11419,Majiang Guizhou ,,China,26.55,107.74,759,NA,NA,NA
5274,11419,Taijiang Guizhou 2,,China,26.55,108.31,1619,NA,NA,NA
5337,11419,Weining Guizhou 3,,China,26.55,104.05,2250,7.8,600,NA
4317,11419,Ling Hunan 8,,China,26.57,114.05,900,NA,NA,NA
4123,11419,Heqing Yunnan 11,,China,26.58,100.35,2663,NA,NA,NA
4172,11419,Jianchuan Yunnan 14,,China,26.58,99.8,2884,NA,NA,NA
4179,11419,Jianchuan Yunnan 21,,China,26.58,100.04,2969,NA,NA,NA
4444,11419,Nanping Fujian 1,,China,26.6,118.1,750,19.6,1800,NA
5275,11419,Taijiang Guizhou 3,,China,26.6,108.43,1040,NA,NA,NA
4210,11419,Jingzhou Hunan 1,,China,26.62,109.51,500,NA,NA,NA
4200,11419,Jianhe Guizhou  5,,China,26.63,109.35,500,NA,NA,NA
4283,11419,Lijiang Yunnan 20,,China,26.67,99.8,3060,12.8,1100,NA
4286,11419,Lijiang Yunnan 23,,China,26.67,99.92,2600,12.8,1100,NA
4293,11419,Lijiang Yunnan 30,,China,26.67,100.11,3450,12.8,1100,NA
5338,11419,Weining Guizhou 4,,China,26.67,104.13,2122,7.8,600,NA
5481,11419,Yongsheng Yunnan ,,China,26.67,100.53,2800,NA,NA,NA
5491,11419,Yongsheng Yunnan 10,,China,26.67,100.89,2748,NA,NA,NA
4209,11419,Jingzhou Hunan ,,China,26.68,109.43,580,NA,NA,NA
4153,11419,Huitong Hunan 1,,China,26.7,109.6,400,NA,NA,NA
4443,11419,Nanping Fujian ,,China,26.7,118,513,19.6,1800,NA
4581,11419,Nayong Guizhou ,,China,26.7,105.9,1800,NA,NA,NA
5334,11419,Weining Guizhou ,,China,26.7,103.84,2200,7.8,600,NA
5370,11419,Wugangyun mountain Hunan ,,China,26.7,110.6,1260,NA,NA,NA
5251,11419,Suining Hunan 6,,China,26.72,110.12,740,NA,NA,NA
5256,11419,Suining Hunan 11,,China,26.72,110.36,768,NA,NA,NA
4088,11419,Guiyang Guizhou 6,,China,26.73,106.97,1350,15.6,1214,NA
4143,11419,Huaping Yunnan 1,,China,26.73,101.07,2070,NA,NA,NA
4144,11419,Huaping Yunnan 2,,China,26.73,101.13,2298,NA,NA,NA
4146,11419,Huaping Yunnan 4,,China,26.73,101.31,2178,NA,NA,NA
4147,11419,Huaping Yunnan 5,,China,26.73,101.37,1900,NA,NA,NA
4198,11419,Jianhe Guizhou  3,,China,26.73,108.71,700,NA,NA,NA
4275,11419,Lijiang Yunnan 12,,China,26.73,99.62,3120,12.8,1100,NA
4280,11419,Lijiang Yunnan 17,,China,26.73,99.74,2600,12.8,1100,NA
4284,11419,Lijiang Yunnan 21,,China,26.73,99.86,2860,12.8,1100,NA
4287,11419,Lijiang Yunnan 24,,China,26.73,99.92,2800,12.8,1100,NA
4296,11419,Lijiang Yunnan 33,,China,26.73,100.17,3100,12.8,1100,NA
4300,11419,Lijiang Yunnan 37,,China,26.73,100.35,2500,12.8,1100,NA
4606,11419,Ninglang Yunnan 24,,China,26.73,100.89,3300,12.9,1010,NA
5311,11419,Tianzhu Guizhou  2,,China,26.73,109.35,500,NA,NA,NA
5342,11419,Weining Guizhou 8,,China,26.73,104.41,1697,12,857,NA
5482,11419,Yongsheng Yunnan 1,,China,26.73,100.59,2350,NA,NA,NA
5483,11419,Yongsheng Yunnan 2,,China,26.73,100.69,1760,NA,NA,NA
5248,11419,Suining Hunan 3,,China,26.75,110.08,485,NA,NA,NA
5253,11419,Suining Hunan 8,,China,26.75,110.16,800,NA,NA,NA
5339,11419,Weining Guizhou 5,,China,26.77,104.13,2344,7.8,600,NA
4152,11419,Huitong Hunan ,,China,26.78,109.55,410,NA,NA,NA
5252,11419,Suining Hunan 7,,China,26.78,110.12,860,NA,NA,NA
4086,11419,Guiyang Guizhou 4,,China,26.8,106.86,1300,15.6,1214,NA
4087,11419,Guiyang Guizhou 5,,China,26.8,106.94,1400,15.6,1214,NA
4278,11419,Lijiang Yunnan 15,,China,26.8,99.68,3120,12.8,1100,NA
4288,11419,Lijiang Yunnan 25,,China,26.8,99.93,2610,12.8,1100,NA
4290,11419,Lijiang Yunnan 27,,China,26.8,99.99,2490,NA,NA,NA
4291,11419,Lijiang Yunnan 28,,China,26.8,100.05,2920,12.8,1100,NA
4294,11419,Lijiang Yunnan 31,,China,26.8,100.11,2830,12.8,1100,NA
4599,11419,Ninglang Yunnan 17,,China,26.8,100.77,2930,12.9,1010,NA
4602,11419,Ninglang Yunnan 20,,China,26.8,100.83,2750,12.9,1010,NA
4610,11419,Ninglang Yunnan 28,,China,26.8,100.95,3300,12.9,1010,NA
4615,11419,Ninglang Yunnan 33,,China,26.8,101.07,2120,NA,NA,NA
5341,11419,Weining Guizhou 7,,China,26.8,104.2,2220,12,857,NA
4713,11419,Qidong Hunan ,,China,26.87,109.63,270,NA,NA,NA
5254,11419,Suining Hunan 9,,China,26.87,110.19,760,NA,NA,NA
5257,11419,Suining Hunan 12,,China,26.87,110.36,490,NA,NA,NA
4089,11419,Guiyang Guizhou 7,,China,26.88,106.98,1400,15.6,1214,NA
4126,11419,Hezhang Guizhou 1,,China,26.88,104.73,1988,NA,NA,NA
4141,11419,Huangping Guizhou 1,,China,26.88,107.83,920,NA,NA,NA
4285,11419,Lijiang Yunnan 22,,China,26.88,99.87,2260,12.8,1100,NA
4292,11419,Lijiang Yunnan 29,,China,26.88,100.05,2510,12.8,1100,NA
4297,11419,Lijiang Yunnan 34,,China,26.88,100.17,2500,12.8,1100,NA
4305,11419,Lijiang Yunnan 42,,China,26.88,100.41,3175,12.8,1100,NA
4607,11419,Ninglang Yunnan 25,,China,26.88,100.89,2720,12.9,1010,NA
4611,11419,Ninglang Yunnan 29,,China,26.88,100.95,2800,12.9,1010,NA
4614,11419,Ninglang Yunnan 32,,China,26.88,101.01,2900,12.9,1010,NA
4717,11419,Qingzhen Guizhou ,,China,26.88,106.38,1217,NA,NA,NA
4700,11419,Pingnan Fujian ,,China,26.9,118.8,950,NA,NA,NA
5246,11419,Suining Hunan 1,,China,26.9,109.91,560,NA,NA,NA
4779,11419,Sanshui Guizhou ,,China,26.92,108.58,780,NA,NA,NA
4781,11419,Sanshui Guizhou 2,,China,26.92,108.83,700,NA,NA,NA
5255,11419,Suining Hunan 10,,China,26.93,110.19,880,NA,NA,NA
4140,11419,Huangping Guizhou ,,China,26.95,107.63,1190,NA,NA,NA
4142,11419,Huaping Yunnan ,,China,26.95,101.01,2640,NA,NA,NA
4267,11419,Lijiang Yunnan 4,,China,26.95,99.5,3720,12.8,1100,NA
4281,11419,Lijiang Yunnan 18,,China,26.95,99.75,2780,12.8,1100,NA
4289,11419,Lijiang Yunnan 26,,China,26.95,99.93,2760,12.8,1100,NA
4301,11419,Lijiang Yunnan 38,,China,26.95,100.35,2520,12.8,1100,NA
5309,11419,Tianzhu Guizhou  ,,China,26.95,109.11,650,NA,NA,NA
5355,11419,Weixi Yunnan 12,,China,26.95,99.38,2900,13.4,1200,NA
3974,11419,Dafang Guizhou,,China,26.98,105.29,1440,NA,NA,NA
4780,11419,Sanshui Guizhou 1,,China,26.98,108.74,610,NA,NA,NA
5443,11419,Xiuwen Guizhou ,,China,26.98,106.42,1247,NA,NA,NA
4201,11419,Jianou Fujian ,,China,27,118.1,870,NA,NA,NA
5221,11419,Shaowu Fujian 4,,China,27,117.6,415,NA,NA,NA
5276,11419,Taining Fujian ,,China,27,117.2,380,NA,NA,NA
4154,11419,Huitong Hunan 2,,China,27.02,110.03,440,NA,NA,NA
4276,11419,Lijiang Yunnan 13,,China,27.02,99.62,3220,12.8,1100,NA
4295,11419,Lijiang Yunnan 32,,China,27.02,100.11,2680,12.8,1100,NA
4585,11419,Ninglang Yunnan 3,,China,27.02,100.53,2920,12.9,1010,NA
4591,11419,Ninglang Yunnan 9,,China,27.02,100.65,2580,12.9,1010,NA
4594,11419,Ninglang Yunnan 12,,China,27.02,100.71,2790,12.9,1010,NA
4603,11419,Ninglang Yunnan 21,,China,27.02,100.83,2940,12.9,1010,NA
4612,11419,Ninglang Yunnan 30,,China,27.02,100.95,3080,12.9,1010,NA
5361,11419,Wengan Guizhou 1,,China,27.02,107.23,740,NA,NA,NA
5365,11419,Wengan Guizhou 5,,China,27.02,107.63,1030,NA,NA,NA
5310,11419,Tianzhu Guizhou  1,,China,27.03,109.13,500,NA,NA,NA
5340,11419,Weining Guizhou 6,,China,27.05,104.16,2200,12,857,NA
5364,11419,Wengan Guizhou 4,,China,27.05,107.59,1210,NA,NA,NA
4202,11419,Jianou Fujian 1,,China,27.1,118.5,150,NA,NA,NA
4268,11419,Lijiang Yunnan 5,,China,27.1,99.5,3000,12.8,1100,NA
4277,11419,Lijiang Yunnan 14,,China,27.1,99.63,2680,12.8,1100,NA
4279,11419,Lijiang Yunnan 16,,China,27.1,99.69,2540,12.8,1100,NA
4298,11419,Lijiang Yunnan 35,,China,27.1,100.29,3490,12.8,1100,NA
4302,11419,Lijiang Yunnan 39,,China,27.1,100.35,3350,12.8,1100,NA
4306,11419,Lijiang Yunnan 43,,China,27.1,100.41,2710,12.8,1100,NA
4436,11419,Nakou Fujian ,,China,27.1,117.6,793,NA,NA,NA
4592,11419,Ninglang Yunnan 10,,China,27.1,100.65,2730,12.9,1010,NA
5218,11419,Shaowu Fujian 1,,China,27.1,117.3,1330,NA,NA,NA
5377,11419,Xifeng Guizhou 1,,China,27.1,106.7,1500,NA,NA,NA
4023,11419,Dongkou Hunan,,China,27.12,110.23,700,NA,NA,NA
4125,11419,Hezhang Guizhou ,,China,27.13,104.57,1900,NA,NA,NA
5366,11419,Wengan Guizhou 6,,China,27.13,107.67,1030,NA,NA,NA
4232,11419,Kaiyang Guizhou 1,,China,27.17,107.11,1110,NA,NA,NA
4263,11419,Lijiang Yunnan ,,China,27.17,99.44,2860,12.8,1100,NA
4269,11419,Lijiang Yunnan 6,,China,27.17,99.5,2980,12.8,1100,NA
4273,11419,Lijiang Yunnan 10,,China,27.17,99.57,3120,12.8,1100,NA
4282,11419,Lijiang Yunnan 19,,China,27.17,99.75,2780,12.8,1100,NA
4595,11419,Ninglang Yunnan 13,,China,27.17,100.72,2920,12.9,1010,NA
4604,11419,Ninglang Yunnan 22,,China,27.17,100.84,2980,12.9,1010,NA
5222,11419,Shibing Guizhou ,,China,27.17,108.05,950,NA,NA,NA
5223,11419,Shibing Guizhou 1,,China,27.17,108.09,600,NA,NA,NA
5362,11419,Wengan Guizhou 2,,China,27.17,107.23,1005,NA,NA,NA
5552,11419,Zhenyuan Guizhou ,,China,27.17,108.3,1010,NA,NA,NA
5217,11419,Shaowu Fujian ,,China,27.2,117.1,892,NA,NA,NA
5553,11419,Zhenyuan Guizhou 1,,China,27.2,108.58,720,NA,NA,NA
4233,11419,Kaiyang Guizhou 2,,China,27.23,107.11,958,NA,NA,NA
4264,11419,Lijiang Yunnan 1,,China,27.23,99.44,2940,12.8,1100,NA
4274,11419,Lijiang Yunnan 11,,China,27.23,99.57,2540,12.8,1100,NA
4596,11419,Ninglang Yunnan 14,,China,27.23,100.72,2830,12.9,1010,NA
4600,11419,Ninglang Yunnan 18,,China,27.23,100.78,2460,12.9,1010,NA
4605,11419,Ninglang Yunnan 23,,China,27.23,100.84,2500,12.9,1010,NA
4613,11419,Ninglang Yunnan 31,,China,27.23,100.96,3220,12.9,1010,NA
5352,11419,Weixi Yunnan 9,,China,27.23,99.32,2780,13.4,1200,NA
5376,11419,Xifeng Guizhou ,,China,27.23,106.63,900,NA,NA,NA
5336,11419,Weining Guizhou 2,,China,27.27,104.04,1880,7.8,600,NA
5360,11419,Wengan Guizhou ,,China,27.27,107.19,950,NA,NA,NA
4313,11419,Ling Hunan 4,,China,27.3,113.8,950,17.8,1480,NA
5219,11419,Shaowu Fujian 2,,China,27.3,117.3,470,NA,NA,NA
5220,11419,Shaowu Fujian 3,,China,27.3,117.4,610,NA,NA,NA
4265,11419,Lijiang Yunnan 2,,China,27.32,99.44,2940,12.8,1100,NA
4270,11419,Lijiang Yunnan 7,,China,27.32,99.51,3400,12.8,1100,NA
4597,11419,Ninglang Yunnan 15,,China,27.32,100.72,3110,12.9,1010,NA
4608,11419,Ninglang Yunnan 26,,China,27.32,100.9,2570,12.9,1010,NA
5349,11419,Weixi Yunnan 6,,China,27.32,99.14,2660,13.4,1200,NA
5373,11419,Wuyi mountain Fujian ,,China,27.33,117.27,450,13.3,1750,NA
4231,11419,Kaiyang Guizhou ,,China,27.35,107.03,895,NA,NA,NA
4266,11419,Lijiang Yunnan 3,,China,27.38,99.44,2900,12.8,1100,NA
4307,11419,Lijiang Yunnan 44,,China,27.38,100.42,3160,12.8,1100,NA
4308,11419,Lijiang Yunnan 45,,China,27.38,100.48,3152,12.8,1100,NA
4586,11419,Ninglang Yunnan 4,,China,27.38,100.54,2300,12.9,1010,NA
5227,11419,Shiqian Guizhou ,,China,27.38,107.92,1030,NA,NA,NA
5228,11419,Shiqian Guizhou 1,,China,27.38,108.05,1220,NA,NA,NA
5350,11419,Weixi Yunnan 7,,China,27.38,99.2,3320,13.4,1200,NA
5353,11419,Weixi Yunnan 10,,China,27.38,99.32,3320,13.4,1200,NA
5363,11419,Wengan Guizhou 3,,China,27.38,107.32,950,NA,NA,NA
5538,11419,Yuqing Guizhou ,,China,27.38,107.52,889,NA,NA,NA
4215,11419,Jinsha Guizhou ,,China,27.4,106.2,1336,NA,NA,NA
5335,11419,Weining Guizhou 1,,China,27.42,104,1850,7.8,600,NA
4272,11419,Lijiang Yunnan 9,,China,27.45,99.55,2400,12.8,1100,NA
4299,11419,Lijiang Yunnan 36,,China,27.45,100.29,3960,12.8,1100,NA
4583,11419,Ninglang Yunnan 1,,China,27.45,100.48,3060,NA,NA,NA
4598,11419,Ninglang Yunnan 16,,China,27.45,100.72,3136,12.9,1010,NA
4609,11419,Ninglang Yunnan 27,,China,27.45,100.9,2580,12.9,1010,NA
5344,11419,Weixi Yunnan 1,,China,27.45,98.96,3390,13.4,1200,NA
5347,11419,Weixi Yunnan 4,,China,27.45,99.08,2690,13.4,1200,NA
5539,11419,Yuqing Guizhou 1,,China,27.45,107.52,792,NA,NA,NA
5229,11419,Shiqian Guizhou 2,,China,27.48,108.37,880,NA,NA,NA
4139,11419,Huangkeng Fujian ,,China,27.5,117.6,690,17.8,2120,NA
4708,11419,Pucheng Fujian 1,,China,27.5,118.4,600,NA,NA,NA
5542,11419,Zangjiang Hunan 1,,China,27.52,109.62,640,NA,NA,NA
4271,11419,Lijiang Yunnan 8,,China,27.53,99.51,3300,12.8,1100,NA
4425,11419,Meitan Guizhou ,,China,27.53,107.32,1180,NA,NA,NA
4587,11419,Ninglang Yunnan 5,,China,27.53,100.54,3100,12.9,1010,NA
5230,11419,Shiqian Guizhou 3,,China,27.53,108.45,980,NA,NA,NA
5345,11419,Weixi Yunnan 2,,China,27.53,98.96,2810,13.4,1200,NA
5354,11419,Weixi Yunnan 11,,China,27.53,99.32,2790,13.4,1200,NA
5356,11419,Weixi Yunnan 13,,China,27.53,99.38,2840,13.4,1200,NA
5357,11419,Weixi Yunnan. ,,China,27.53,99.2,3590,13.4,1200,NA
5540,11419,Yuqing Guizhou 2,,China,27.55,107.72,913,NA,NA,NA
5541,11419,Zangjiang Hunan ,,China,27.55,109.58,550,NA,NA,NA
5543,11419,Zangjiang Hunan 2,,China,27.55,109.66,710,NA,NA,NA
4303,11419,Lijiang Yunnan 40,,China,27.6,100.36,3200,12.8,1100,NA
4582,11419,Ninglang Yunnan ,,China,27.6,100.3,2908,NA,NA,NA
4709,11419,Pucheng Fujian 2,,China,27.6,118.5,571,18,2200,NA
5233,11419,Shouning Fujian ,,China,27.6,119.5,1040,NA,NA,NA
5351,11419,Weixi Yunnan 8,,China,27.6,99.28,3130,13.4,1200,NA
4424,11419,Mayang Hunan ,,China,27.62,109.58,615,NA,NA,NA
4304,11419,Lijiang Yunnan 41,,China,27.67,100.36,2570,12.8,1100,NA
4584,11419,Ninglang Yunnan 2,,China,27.67,100.48,2560,NA,NA,NA
4588,11419,Ninglang Yunnan 6,,China,27.67,100.54,3280,12.9,1010,NA
4589,11419,Ninglang Yunnan 7,,China,27.67,100.6,4100,12.9,1010,NA
4593,11419,Ninglang Yunnan 11,,China,27.67,100.66,3278,12.9,1010,NA
4601,11419,Ninglang Yunnan 19,,China,27.67,100.78,2940,12.9,1010,NA
4427,11419,Meitan Guizhou 2,,China,27.7,107.52,909,NA,NA,NA
4428,11419,Meitan Guizhou 3,,China,27.7,107.57,870,NA,NA,NA
4429,11419,Meitan Guizhou 4,,China,27.7,107.61,1012,NA,NA,NA
4729,11419,Renhuai Guizhou ,,China,27.7,106.31,1020,NA,NA,NA
5317,11419,Tongjiang Guizhou  ,,China,27.7,109.34,420,NA,NA,NA
5559,11419,Zhuzhou Hunan 4,,China,27.7,113.1,500,NA,NA,NA
4019,11419,Deqin Yunnan 10,,China,27.75,99.32,2946,12.8,1100,NA
4021,11419,Deqin Yunnan 12,,China,27.75,99.39,3160,12.8,1100,NA
4188,11419,Jiangkou Guizhou 2,,China,27.75,108.73,897,NA,NA,NA
4590,11419,Ninglang Yunnan 8,,China,27.75,100.6,2940,12.9,1010,NA
4730,11419,Renhuai Guizhou 1,,China,27.75,106.39,880,NA,NA,NA
4049,11419,Fenggang Guizhou,,China,27.78,107.85,680,NA,NA,NA
4020,11419,Deqin Yunnan 11,,China,27.82,99.32,3050,12.8,1100,NA
4022,11419,Deqin Yunnan 13,,China,27.82,99.45,2350,12.8,1100,NA
4426,11419,Meitan Guizhou 1,,China,27.82,107.41,1070,NA,NA,NA
5343,11419,Weixi Yunnan ,,China,27.82,98.9,3030,13.4,1200,NA
4037,11419,Fanjing mountain Guizhou 2,,China,27.85,108.64,1000,16.2,1370,NA
4187,11419,Jiangkou Guizhou 1,,China,27.85,108.56,740,NA,NA,NA
4189,11419,Jiangkou Guizhou 3,,China,27.85,108.73,778,NA,NA,NA
4045,11419,Fanjing mountain Guizhou 10,,China,27.88,108.73,1287,NA,NA,NA
4047,11419,Fanjing mountain Guizhou 12,,China,27.88,108.77,910,NA,NA,NA
5348,11419,Weixi Yunnan 5,,China,27.88,99.08,2810,13.4,1200,NA
4036,11419,Fanjing mountain Guizhou 1,,China,27.9,108.6,1658,16.2,1370,NA
4710,11419,Pucheng Fujian 3,,China,27.9,118.5,700,18,2200,NA
5446,11419,Xupu Hunan ,,China,27.9,110.5,500,NA,NA,NA
4038,11419,Fanjing mountain Guizhou 3,,China,27.92,108.64,1470,16.2,1370,NA
4040,11419,Fanjing mountain Guizhou 5,,China,27.92,108.68,2110,NA,NA,NA
4042,11419,Fanjing mountain Guizhou 7,,China,27.92,108.72,825,NA,NA,NA
5409,11419,Xinhua Hunan ,,China,27.92,110.96,640,NA,NA,NA
