"FROM","site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","OLD_RECORD"
"ForC",1,"4 Rios",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3888,-84.1327,"248",NA,"24.2","NAC","NAC","3967",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1301,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2561,"4 Rios",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3888,-84.1327,"248",NA,"24.2","NAC","NAC","3967",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13943",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2234,"Agua Salud",NA,NA,NA,"NAC","","Panama",9.216667,-79.783333,"NAC",NA,"NAC","NAC","NAC","2700",NA,"silty clay, clay","NaN","NaN","NaN","oxisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 243",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2302,"Agua Salud",NA,NA,NA,"NAC","","Panama",9.207778,-79.748056,"330",NA,"27","NAC","NAC","2300",NA,"silty clay, clay","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2164",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"GROA",2521,"Agua Salud",NA,NA,NA,"NAC","","Panama",9.216667,-79.783333,"330",NA,"NAC","NAC","NAC","2700",NA,"silty clay, clay","NaN","NaN","NaN","oxisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 243",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",19,"Alatskivi 2",NA,NA,"","NAC","Tartu","Estonia",58.617,27.03,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NAC","NAC","NAC","Gleyic Umbrisol","Gleyic Umbrisol",NA,NA,"15","Palearctic","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2599,"Alatskivi 2",NA,NA,NA,"NAC","Tartu","Estonia",58.616667,27.033333,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NaN","NaN","NaN","Gleyic Umbrisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2042",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",50,"Aleman",NA,NA,"","NAC","Alajuela","Costa Rica",10.3019,-84.7408,"962",NA,"21.6","NAC","NAC","5800",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical rainforest",1306,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2560,"Aleman",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.3019,-84.7408,"962",NA,"21.6","NAC","NAC","5800",NA,"","NaN","NaN","NaN","Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13948",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",85,"Araracuara",NA,NA,"","NAC","Amazonas","Colombia",-0.63,-72.37,"NAC",NA,"25.5","NAC","NAC","2998",NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,"42","Neotropics","Af","Tropical rainforest",131,"Overman_1994_eorm",NA,NA,NA,"Keith_2009_rofb; Liu_2014_htpa",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2518,"Araracuara",NA,NA,NA,"NAC","","Colombia",-0.616667,-72.45,"160",NA,"25.7","NAC","NAC","3059",NA,"silt loam to loamy sand","NaN","NaN","NaN","ultisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 59",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",87,"Arroyo Negro",NA,NA,"","Yucatan","Campeche","Mexico",17.883,-89.283,"NAC",NA,"25","NAC","NAC","1418",NA,"NAC","NAC","NAC","NAC","NAC","Regionally, soils are shallow, calcareous, and highly permeable due to organic matter content and under- lying limestone bedrock.","NAC",NA,"44","Neotropics","Aw","Tropical moist forest",338,"Read_2003_robf",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2343,"Arroyo Negro",NA,NA,NA,"NAC","Campeche","Mexico",17.883333,-89.283333,"180",NA,"25","NAC","NAC","1400",NA,"45.30.26","NaN","NaN","NaN","Lithosol-redzina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 295",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"GROA",2464,"Arroyo Negro",NA,NA,NA,"NAC","Campeche","Mexico",17.883333,-89.283333,"180",NA,"25","NAC","NAC","1418",NA,"45.30.26","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 295",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",100,"Bago Mountain swidden cultivation fallows chronosequence",NA,NA,"","Karen","Bago","Myanmar",18.875,95.891,"350",NA,"27","NAC","NAC","1900",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"53","IndoMalay","Aw","Tropical rainforest",385,"Chan_2013_eoam",NA,NA,NA,NA,NA,19,"1","0",NA,"need to return to two original refs",FALSE,FALSE
"GROA",2238,"Bago Mountain swidden cultivation fallows chronosequence",NA,NA,NA,"NAC","Bago","Myanmar",18.875,95.875,"350",NA,"27","NAC","NAC","1900",NA,"","NaN","NaN","NaN","Ultisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 310",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",160,"Bebedero",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8883,-85.6,"280",NA,"25.9","NAC","NAC","1613",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1261,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"1","NAC",NA,"",FALSE,FALSE
"GROA",2584,"Bebedero",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8883,-85.6,"280",NA,"25.9","NAC","NAC","1613",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13902",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",186,"Bissiga B12",NA,NA,"","NAC","Oubritenga","Burkina Faso",12.6833,-1.1667,"300",NA,"NAC","16","40","632","dry season 5-7 months","NAC","NAC","NAC","NAC","ferric luvisol","ferric luvisol, ferruginous","NAC",NA,"82","Afrotropics","BSh","Tropical dry forest",322,"Nygard_2004_wyis",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2618,"Bissiga B12",NA,NA,NA,"NAC","Oubritenga","Burkina Faso",12.6833,-1.17,"300",NA,"NAC","NAC","NAC","632",NA,"","NaN","NaN","NaN","ferric luvisol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 345",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2451,"Bragantina",NA,NA,NA,"NAC","Para","Brazil",-1.2,-47.258333,"NAC",NA,"25.5","NAC","NAC","2300",NA,"sandy","NaN","NaN","NaN","Oxisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2259",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2476,"Bragantina",NA,NA,NA,"NAC","Para","Brazil",-1.2,-47.258333,"NAC",NA,"25","NAC","NAC","2500",NA,"sandy","NaN","NaN","NaN","oxisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2259",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",272,"Brazilian Lower Amazon land use and fire recovery age sequence",NA,NA,"","Santarem","Para","Brazil",-3.25,-52.25,"NAC",NA,"25.30833356","NAC","NAC","2225",NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,"106","Neotropics","Am","Tropical rainforest",71,"Sorrensen_2000_lslu",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2492,"Brazilian Lower Amazon land use and fire recovery age sequence",NA,NA,NA,"NAC","Para","Brazil",-3.25,-52.25,"NAC",NA,"25","NAC","NAC","2000",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 269",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",286,"Buen Uso",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8393,-85.6152,"321",NA,"25.7","NAC","NAC","1556",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1268,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"2","NAC",NA,"",FALSE,FALSE
"GROA",2578,"Buen Uso",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8393,-85.6152,"321",NA,"25.7","NAC","NAC","1556",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13910",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2394,"Bukit Soeharto Education Forest",NA,NA,NA,"NAC","East Kalimantan","Indonesia",-0.866667,117.016667,"55",NA,"NAC","NAC","NAC","2000",NA,"","NaN","NaN","NaN","ultisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2304",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",4324,"Bukit Soeharto Education Forest",NA,NA,NA,"NAC","East Kalimantan","Indonesia",-0.866667,117.016667,"55",NA,"NAC","NAC","NAC","2000",NA,"","NaN","NaN","NaN","ultisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2304",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",288,"Caballos",NA,NA,"","NAC","San Jose","Costa Rica",9.8446,-84.5281,"132",NA,"27.1","NAC","NAC","2900",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"113","Neotropics","Am","Tropical moist forest",1272,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2548,"Caballos",NA,NA,NA,"NAC","San Jose","Costa Rica",9.8446,-84.5281,"132",NA,"27.1","NAC","NAC","2900",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13914",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",291,"Caliente",NA,NA,"","NAC","Puntarenas","Costa Rica",8.4053,-83.3372,"74",NA,"27","NAC","NAC","4300",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"116","Neotropics","Af","Tropical rainforest",1302,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2532,"Caliente",NA,NA,NA,"NAC","Puntarenas","Costa Rica",8.4053,-83.3372,"74",NA,"27","NAC","NAC","4300",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13944",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",295,"Cambronero",NA,NA,"","NAC","Alajuela","Costa Rica",10.2989,-84.7665,"1200",NA,"20.1","NAC","NAC","5300",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical mountain system",1310,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2559,"Cambronero",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.2989,-84.7665,"1200",NA,"20.1","NAC","NAC","5300",NA,"","NaN","NaN","NaN"," Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13952",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",311,"Cano",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4214,-84.1618,"224",NA,"24.3","NAC","NAC","3900",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1285,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2566,"Cano",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4214,-84.1618,"224",NA,"24.3","NAC","NAC","3900",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13927",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",324,"Cascada",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3948,-83.9868,"92",NA,"25.1","NAC","NAC","3900",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Af","Tropical rainforest",1290,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2562,"Cascada",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3948,-83.9868,"92",NA,"25.1","NAC","NAC","3900",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13932",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",370,"Chajul",NA,NA,"","NAC","Quiche","Mexico",16.017,-90.917,"NAC",NA,"NAC","NAC","NAC","2849",NA,"NAC","NAC","NAC","NAC","NAC",NA,"NAC",NA,"150","Neotropics","Aw","Tropical rainforest",1360,"Poorter_2015_decs",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2520,"Chajul",NA,NA,NA,"NAC","Chiapas","Mexico",16.066667,-90.75,"207",NA,"24","NAC","NAC","3000",NA,"sand","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 61",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",396,"Chippewa National Forest chronosequence",NA,NA,"","Deep River","Minnesota","United States of America",47.341,-94.207,"NAC",NA,"3","NAC","NAC","700",NA,"sand","NAC","NAC","NAC","NAC",NA,NA,NA,"168","Nearctic","Dfb","Temperate continental forest",NA,"Powers_2012_csaa",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2278,"Chippewa National Forest chronosequence",NA,NA,NA,"NAC","Minnesota","United States",47.341,-94.207,"NAC",NA,"3.9","NAC","NAC","700",NA,"sandy","NaN","NaN","NaN","Entisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3575",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",399,"Chonco",NA,NA,"","NAC","San Jose","Costa Rica",9.8401,-84.5403,"53",NA,"27.6","NAC","NAC","2900",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"113","Neotropics","Aw","Tropical moist forest",1279,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2547,"Chonco",NA,NA,NA,"NAC","San Jose","Costa Rica",9.8401,-84.5403,"53",NA,"27.6","NAC","NAC","2900",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13921",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",402,"Chupadero",NA,NA,"","NAC","Puntarenas","Costa Rica",9.7761,-84.618,"45",NA,"27.6","NAC","NAC","3000",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"113","Neotropics","Aw","Tropical moist forest",1281,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2539,"Chupadero",NA,NA,NA,"NAC","Puntarenas","Costa Rica",9.7761,-84.618,"45",NA,"27.6","NAC","NAC","3000",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13923",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",2280,"Cofre de Perote",NA,NA,NA,"NAC","Veracruz","Mexico",19.5,-97.125,"3075",NA,"9.6","NAC","NAC","913",NA,"NAC","NAC","NAC","NAC","Andisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2271",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,FALSE
"GROA",2318,"Cofre de Perote",NA,NA,NA,"NAC","Veracruz","Mexico",19.441111,-97.1225,"3250",NA,"12.5","NAC","NAC","600",NA,"NAC","NAC","NAC","NAC","Andosols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 3871",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",413,"Con Permiso",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.4556,-84.1763,"141",NA,"24.8","NAC","NAC","3800",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1287,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2573,"Con Permiso",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.4556,-84.1763,"141",NA,"24.8","NAC","NAC","3800",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13929",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",419,"Cornelio",NA,NA,"","NAC","Alajuela","Costa Rica",10.297,-84.7515,"1044",NA,"21.1","NAC","NAC","5500",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical rainforest",1307,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2556,"Cornelio",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.297,-84.7515,"1044",NA,"21.1","NAC","NAC","5500",NA,"","NaN","NaN","NaN"," Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13949",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",431,"Culebra",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4248,-84.0965,"158",NA,"24.7","NAC","NAC","3942",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1295,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2567,"Culebra",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4248,-84.0965,"158",NA,"24.7","NAC","NAC","3942",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13937",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",486,"Deep Throat",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8266,-85.6134,"288",NA,"25.9","NAC","NAC","1513",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1264,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"3","NAC",NA,"",FALSE,FALSE
"GROA",2576,"Deep Throat",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8266,-85.6134,"288",NA,"25.9","NAC","NAC","1513",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13906",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",511,"Divino",NA,NA,"","NAC","Puntarenas","Costa Rica",9.7876,-84.9392,"43",NA,"27.7","NAC","NAC","2208",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"215","Neotropics","Aw","Tropical moist forest",1273,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2543,"Divino",NA,NA,NA,"NAC","Puntarenas","Costa Rica",9.7876,-84.9392,"43",NA,"27.7","NAC","NAC","2208",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13915",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",526,"Doi Inthanon",NA,NA,"","NAC","Chiang Mai","Thailand",18.5248,98.4965,"NAC",NA,"20.9","NAC","NAC","1908",NA,"NAC","NAC","NAC","NAC","NAC",NA,NA,"Evergreen forest","220","IndoMalay","Aw","Tropical mountain system",386,"Liu_2014_htpa",NA,NA,NA,"Liu_2014_htpa",NA,110,"1",NA,NA,"",FALSE,FALSE
"GROA",2368,"Doi Inthanon",NA,NA,NA,"NAC","Chiang Mai Province","Thailand",18.55,98.516667,"1208",NA,"21.1","NAC","NAC","1908",NA,"sandy loamy","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 2403",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",528,"Don Juan",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4553,-84.0665,"143",NA,"24.8","NAC","NAC","3967",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1297,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,FALSE
"GROA",2572,"Don Juan",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4553,-84.0665,"143",NA,"24.8","NAC","NAC","3967",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13939",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",533,"Dos Ases",NA,NA,"","NAC","Alajuela","Costa Rica",10.2975,-84.7621,"1150",NA,"20.4","NAC","NAC","5400",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical rainforest",1309,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2557,"Dos Ases",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.2975,-84.7621,"1150",NA,"20.4","NAC","NAC","5400",NA,"","NaN","NaN","NaN"," Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13951",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",534,"Downey",NA,NA,"","NAC","San Jose","Costa Rica",9.8586,-84.5241,"120",NA,"27.2","NAC","NAC","2700",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"113","Neotropics","Am","Tropical moist forest",1270,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2550,"Downey",NA,NA,NA,"NAC","San Jose","Costa Rica",9.8586,-84.5241,"120",NA,"27.2","NAC","NAC","2700",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13912",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
"ForC",535,"Dubya",NA,NA,"","NAC","San Jose","Costa Rica",9.8397,-84.5478,"168",NA,"26.9","NAC","NAC","2925",NA,"NAC","NAC","NAC","NAC","Alfisol",NA,"NAC",NA,"113","Neotropics","Aw","Tropical moist forest",1276,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,FALSE
"GROA",2546,"Dubya",NA,NA,NA,"NAC","San Jose","Costa Rica",9.8397,-84.5478,"168",NA,"26.9","NAC","NAC","2925",NA,"","NaN","NaN","NaN"," Alfisol  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROA site.ID = 13918",0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,FALSE,TRUE
